node,rtt_latency,r2n_latency,n2r_latency,rssi,radio_rx_energy_mj,radio_tx_energy_mj,cpu_energy_mj,lost_packets_r2n,lost_packets_n2r,hops,label
fd00::202:2:2:2,226.418,49.532,61.603,-80.762,8.044,0.0,18.056,0.018,0.018,0.0,2
fd00::203:3:3:3,358.778,470.458,168.386,-90.738,9.153,0.0,18.159,0.058,0.058,1.0,3
