node,rtt_latency,r2n_latency,n2r_latency,rssi,radio_rx_energy_mj,radio_tx_energy_mj,cpu_energy_mj,lost_packets_r2n,lost_packets_n2r,hops,label
fd00::202:2:2:2,441.95,94.374,198.185,-51.847,8.044,0.0,18.056,0.024,0.024,0.0,2
fd00::203:3:3:3,999.194,1187.862,356.724,-84.75,12.744,0.0,18.544,0.126,0.126,1.0,3
fd00::204:4:4:4,523.044,412.621,190.976,-73.782,8.035,0.009,19.056,0.062,0.062,0.0,4
fd00::205:5:5:5,1251.072,1860.623,472.262,-29.907,15.028,0.0,19.726,0.224,0.224,2.0,5
