node,cpu_energy_mj,lpm_energy_mj,radio_tx_energy_mj,radio_rx_energy_mj,node_time,total_sent,total_received,bytes_tx,bytes_rx,r2n_latency,lqi,rssi,server_sent,server_received,server_bytes_rx,n2r_latency,hops,rtt_latency,root_time_now
fd00::202:2:2:2,18,0,0,8,873912,82,85,60,12,44,100,-52,85,167,60,38,0,57,873950
fd00::202:2:2:2,18,0,0,8,884443,83,86,60,12,54,100,-52,86,169,60,7,0,62,884450
fd00::202:2:2:2,18,0,0,8,894976,84,87,60,12,64,100,-52,87,171,60,44,0,67,895020
fd00::202:2:2:2,18,0,0,8,905505,85,88,60,12,74,100,-52,88,173,60,15,0,72,905520
fd00::202:2:2:2,18,0,0,8,916036,86,89,60,12,14,100,-52,89,175,60,54,0,42,916090
fd00::202:2:2:2,18,0,0,8,926569,87,90,60,12,24,100,-52,90,177,60,21,0,47,926590
fd00::202:2:2:2,18,0,0,8,937100,88,91,60,12,34,100,-52,91,179,60,60,0,52,937160
fd00::202:2:2:2,18,0,0,8,947629,89,92,60,12,44,100,-52,92,181,60,31,0,57,947660
fd00::202:2:2:2,18,0,0,8,958162,90,93,60,12,54,100,-52,93,183,60,68,0,62,958230
fd00::202:2:2:2,18,0,0,8,968693,91,94,60,12,64,100,-52,94,185,60,37,0,67,968730
fd00::202:2:2:2,18,0,0,8,979222,92,95,60,12,74,100,-52,95,187,60,8,0,72,979230
fd00::202:2:2:2,18,0,0,8,989755,93,96,60,12,14,100,-52,96,189,60,45,0,42,989800
fd00::202:2:2:2,18,0,0,8,1000284,94,98,60,12,34,100,-52,98,192,60,16,0,52,1000300
fd00::202:2:2:2,18,0,0,8,1010815,95,99,60,12,44,100,-52,99,194,60,55,0,57,1010870
fd00::202:2:2:2,18,0,0,8,1021348,96,100,60,12,54,100,-52,100,196,60,22,0,62,1021370
fd00::202:2:2:2,18,0,0,8,1031877,97,101,60,12,64,100,-52,101,198,60,63,0,67,1031940
fd00::202:2:2:2,18,0,0,8,1042408,98,102,60,12,74,100,-52,102,200,60,32,0,72,1042440
fd00::202:2:2:2,18,0,0,8,1052939,99,103,60,12,14,100,-52,103,202,60,71,0,112,1053010
fd00::202:2:2:2,18,0,0,8,1063472,100,104,60,12,24,100,-52,104,204,60,38,0,47,1063510
fd00::202:2:2:2,18,0,0,8,1074001,101,105,60,12,34,100,-52,105,206,60,9,0,52,1074010
fd00::202:2:2:2,18,0,0,8,1084532,102,106,60,12,44,100,-52,106,208,60,48,0,57,1084580
fd00::202:2:2:2,18,0,0,8,1095065,103,107,60,12,54,100,-52,107,210,60,15,0,62,1095080
fd00::202:2:2:2,18,0,0,8,1105596,104,108,60,12,64,100,-52,108,212,60,54,0,67,1105650
fd00::202:2:2:2,18,0,0,8,1116125,105,109,60,12,74,100,-52,109,214,60,25,0,72,1116150
fd00::202:2:2:2,18,0,0,8,1126656,106,110,60,12,14,100,-52,110,216,60,64,0,42,1126720
fd00::202:2:2:2,18,0,0,8,1137189,107,111,60,12,24,100,-52,111,218,60,31,0,47,1137220
fd00::202:2:2:2,18,0,0,8,1147721,108,112,60,12,34,100,-52,112,220,60,69,0,52,1147790
fd00::202:2:2:2,18,0,0,8,1158249,109,113,60,12,44,100,-52,113,222,60,41,0,57,1158290
fd00::202:2:2:2,18,0,0,8,1168780,110,114,60,12,54,100,-52,114,224,60,10,0,62,1168790
fd00::202:2:2:2,18,0,0,8,1179313,111,115,60,12,64,100,-52,115,226,60,47,0,67,1179360
fd00::202:2:2:2,18,0,0,8,1189844,112,116,60,12,74,100,-52,116,228,60,16,0,72,1189860
fd00::202:2:2:2,18,0,0,8,1200373,113,118,60,12,24,100,-52,118,231,60,57,0,47,1200430
fd00::202:2:2:2,18,0,0,8,1210904,114,119,60,12,34,100,-52,119,233,60,26,0,52,1210930
fd00::202:2:2:2,18,0,0,8,1221435,115,120,60,12,44,100,-52,120,235,60,65,0,57,1221500
fd00::202:2:2:2,18,0,0,8,1231966,116,121,60,12,54,100,-52,121,237,60,34,0,62,1232000
fd00::202:2:2:2,18,0,0,8,1242501,117,122,60,12,64,100,-52,122,239,60,69,0,67,1242570
fd00::202:2:2:2,18,0,0,8,1253028,118,123,60,12,74,100,-52,123,241,60,42,0,72,1253070
fd00::202:2:2:2,18,0,0,8,1263559,119,124,60,12,14,100,-52,124,243,60,11,0,42,1263570
fd00::202:2:2:2,18,0,0,8,1274090,120,125,60,12,24,100,-52,125,245,60,50,0,47,1274140
fd00::202:2:2:2,18,0,0,8,1284623,121,126,60,12,34,100,-52,126,247,60,17,0,52,1284640
fd00::202:2:2:2,18,0,0,8,1295154,122,127,60,12,44,100,-52,127,249,60,56,0,57,1295210
fd00::202:2:2:2,18,0,0,8,1305683,123,128,60,12,54,100,-52,128,251,60,27,0,62,1305710
fd00::202:2:2:2,18,0,0,8,1316214,124,129,60,12,64,100,-52,129,253,60,66,0,67,1316280
fd00::202:2:2:2,18,0,0,8,1326747,125,130,60,12,74,100,-52,130,255,60,33,0,72,1326780
fd00::202:2:2:2,18,0,0,8,1337278,126,131,60,12,14,100,-52,131,257,60,72,0,42,1337350
fd00::202:2:2:2,18,0,0,8,1347807,127,132,60,12,24,100,-52,132,259,60,43,0,47,1347850
fd00::202:2:2:2,18,0,0,8,1358340,128,133,60,12,34,100,-52,133,261,60,10,0,52,1358350
